ontology,query
http://webmind.dico.unimi.it/CARE/locont.owl,smart home
http://webmind.dico.unimi.it/CARE/locont.owl,activity
http://websemantic.net/2013/FoodKB,food
http://www-usr.inf.ufsm.br/~brunomozza/iotsec,security
http://www-usr.inf.ufsm.br/~brunomozza/iotsec,internet of things
http://www.Smart-Homes-owl-ontologies.com/Behaviour_SH_Ontology.owl,smart home
http://www.Smart-Homes-owl-ontologies.com/Behaviour_SH_Ontology.owl,behaviour
http://www.Smart-Homes-owl-ontologies.com/Person_SH_Ontology.owl,smart home
http://www.Smart-Homes-owl-ontologies.com/Person_SH_Ontology.owl,health
http://www.Smart-Homes-owl-ontologies.com/Person_SH_Ontology.owl,user
http://www.Smart-Homes-owl-ontologies.com/Task_SH__Ontology.owl,smart home
http://www.Smart-Homes-owl-ontologies.com/Task_SH__Ontology.owl,activity
http://www.anr-proteus.fr/sites/default/files/download/Ontology/Proteus.owl,robotic
http://www.anr-proteus.fr/sites/default/files/download/Ontology/RoboticOntologyServices.owl,robotic
http://www.cmusv.edu/SmartCommunity/CombinedModel/5.0/CoreSCModel,sensor
http://www.cmusv.edu/SmartCommunity/CombinedModel/5.0/CoreSCModel,smart home
http://www.cmusv.edu/SmartCommunity/CombinedModel/5.0/CoreSCModel,health
http://www.cs.stir.ac.uk/schemas/call_control.owl,smart home
http://www.cs.stir.ac.uk/schemas/call_control.owl,call
http://www.cs.stir.ac.uk/schemas/genpol.owl,smart home
http://www.cs.stir.ac.uk/schemas/genpol.owl,policy
http://www.cs.stir.ac.uk/schemas/home_care.owl,smart home
http://www.cs.stir.ac.uk/schemas/home_care.owl,activity
http://www.cs.stir.ac.uk/schemas/home_care.owl,health
http://www.cs.stir.ac.uk/schemas/home_care.owl,user
http://www.cs.stir.ac.uk/schemas/sensor_network.owl,sensor
http://www.cs.stir.ac.uk/schemas/sensor_network.owl,smart home
http://www.cs.stir.ac.uk/schemas/wizpol.owl,smart home
http://www.cs.stir.ac.uk/schemas/wizpol.owl,policy
http://www.csiro.au/Ontologies/2009/SensorOntology.owl,context
http://www.csiro.au/Ontologies/2009/SensorOntology.owl,sensor
http://www.demcare.eu/ontologies/event.owl,smart home
http://www.demcare.eu/ontologies/event.owl,event
http://www.demcare.eu/ontologies/home.owl,context
http://www.demcare.eu/ontologies/home.owl,smart home
http://www.demcare.eu/ontologies/home.owl,activity
http://www.demcare.eu/ontologies/home.owl,health
http://www.demcare.eu/ontologies/lab.owl,context
http://www.demcare.eu/ontologies/lab.owl,smart home
http://www.demcare.eu/ontologies/lab.owl,activity
http://www.demcare.eu/ontologies/lab.owl,health
http://www.disit.org/km4city/resource,smart city
http://www.disit.org/km4city/resource,service
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Equipment_SH_Ontology.owl,sensor
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Equipment_SH_Ontology.owl,smart home
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Event_SH_Ontology.owl,smart home
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Habitat_SH_Ontology.owl,smart home
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Habitat_SH_Ontology.owl,room
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Software_Applications_SH_Ontology.owl,smart home
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Software_Applications_SH_Ontology.owl,activity
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Software_Applications_SH_Ontology_Small.owl,smart home
http://www.gdst.uqam.ca/Documents/Ontologies/HIT/Software_Applications_SH_Ontology_Small.owl,activity
http://www.geonames.org/ontology,location
http://www.gsi.dit.upm.es/ontologies/onyx/ns,emotion
http://www.ibm.com/SCTC/ontology/CoreSpatioTemporalDataSensorOntology.owl,location
http://www.ibm.com/SCTC/ontology/CoreSpatioTemporalDataSensorOntology.owl,smart city
http://www.ibm.com/SCTC/ontology/SIRIBasedTransportation.owl,smart city
http://www.ibm.com/SCTC/ontology/SIRIBasedTransportation.owl,transportation
http://www.ibm.com/SCTC/ontology/TravelTimeOntology.owl,transportation
http://www.ibm.com/SCTC/ontology/TravelTimeOntology.owl,time
http://www.ibm.com/SCTC/ontology/WeatherOntology/WeatherOntology.owl,weather
http://www.ida.liu.se/~iislab/projects/secont/Security.owl,security
http://www.irit.fr/recherches/MELODI/ontologies/SAN,sensor
http://www.irit.fr/recherches/MELODI/ontologies/SAN,actuator
http://www.kanzaki.com/ns/music,music
http://www.livewiredg.myby.co.uk/rdf/geo-layers/Tourism/tourism-uk.owl,tourism
http://www.ll.mit.edu/2008/extras.owl,weather
http://www.ll.mit.edu/2008/llSci.owl,measurement
http://www.ll.mit.edu/2008/precipitation.owl,weather
http://www.ll.mit.edu/2008/wind.owl,weather
http://www.ll.mit.edu/2008/wind.owl,wind
http://www.ll.mit.edu/ontologies/2008/measurement.owl,measurement
http://www.modul.ac.at/ontology/TourismOntology.owl,tourism
http://www.onem2m.org/ontology/Base_Ontology/base_ontology,internet of things
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,location
http://www.ontologydesignpatterns.org/ont/prisma/ontology.owl,smart city
http://www.ontologydesignpatterns.org/ont/prisma/ontology.owl,internet of things
http://www.ontotext.com/proton/protontop,tourism
http://www.opengis.net/ont/geosparql,location
http://www.owl-ontologies.com/Environment.owl,smart home
http://www.owl-ontologies.com/Environment.owl,environment
http://www.owl-ontologies.com/HospitalOntology.owl,context
http://www.owl-ontologies.com/HospitalOntology.owl,health
http://www.owl-ontologies.com/OCATIS.owl,tourism
http://www.owl-ontologies.com/Ontology1254773129.owl,context
http://www.owl-ontologies.com/Ontology1254773129.owl,health
http://www.owl-ontologies.com/SunMoonLakeOntology.owl,tourism
http://www.owl-ontologies.com/kamer/notificationPolicy.owl,health
http://www.owl-ontologies.com/kamer/notificationPolicy.owl,policy
http://www.owl-ontologies.com/kamer/patient.owl,context
http://www.owl-ontologies.com/kamer/patient.owl,smart home
http://www.owl-ontologies.com/kamer/patient.owl,health
http://www.owl-ontologies.com/kamer/patient.owl,user
http://www.pr-owl.org/pr-owl.owl,environment
http://www.pr-owl.org/pr-owl.owl,robotic
http://www.semanticweb.org/bogdan/ontologies/2013/11/cisis,health
http://www.semanticweb.org/david/ontologies/2012/10/EarthquakePrediction,environment
http://www.semanticweb.org/david/ontologies/2012/10/EarthquakePrediction,earthquake
http://www.semanticweb.org/kpark/ontologies/2013/8/untitled-ontology-7,context
http://www.semanticweb.org/kpark/ontologies/2013/8/untitled-ontology-7,smart city
http://www.semanticweb.org/kpark/ontologies/2013/8/untitled-ontology-7,transportation
http://www.semanticweb.org/morignot/ontologies/2013/1/perception,measurement
http://www.semanticweb.org/morignot/ontologies/2013/1/perception,transportation
http://www.semanticweb.org/nicolas/ontologies/2014/9/Smart_City,smart city
http://www.semanticweb.org/ontologies/2008/9/Ontology_fruits_tropical.owl,food
http://www.semanticweb.org/ontologies/2011/0/Ontology1296481820777.owl,sensor
http://www.semanticweb.org/ontologies/2011/0/Ontology1296481820777.owl,security
http://www.semanticweb.org/ontologies/2011/7/SA.owl,internet of things
http://www.semanticweb.org/ontologies/2012/2/Ontology1331186342473.owl,environment
http://www.semanticweb.org/ontologies/2012/2/Ontology1331186342473.owl,earthquake
http://www.semanticweb.org/ontologies/2013/2/KinectOntology.owl,smart home
http://www.semanticweb.org/ontologies/2013/2/KinectOntology.owl,activity
http://www.semanticweb.org/ontologies/2013/2/Measurement_Ontology.owl,health
http://www.semanticweb.org/philippemorignot/ontologies/2012/5/cas6,transportation
http://www.semanticweb.org/shohreh/ontologies/2013/6/untitled-ontology-7,security
http://www.sensormeasurement.appspot.com/ont/transport/traffic,transportation
http://www.sensormeasurement.appspot.com/ont/transport/traffic,robotic
http://www.surrey.ac.uk/ccsr/IoT-A/EntityModel.owl,internet of things
http://www.surrey.ac.uk/ccsr/ontologies/ResourceModel.owl,sensor
http://www.surrey.ac.uk/ccsr/ontologies/ResourceModel.owl,actuator
http://www.surrey.ac.uk/ccsr/ontologies/ServiceModel.owl,internet of things
http://www.surrey.ac.uk/ccsr/ontologies/U38_Temp_Sensor_Resource.owl,sensor
http://www.surrey.ac.uk/ccsr/ontologies/U38_Temp_Sensor_Service.owl,sensor
http://www.surrey.ac.uk/ccsr/ontologies/U38_Temp_Sensor_Service.owl,service
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl,security
http://www.w3.org/2003/01/geo/wgs84_pos,location
http://www.w3.org/2007/uwa/context/deliverycontext.owl,context
http://www.w3.org/ns/sosa,sensor
http://www.w3.org/ns/sosa,actuator
http://www.w3.org/ns/sosa,internet of things
http://www.w3.org/ns/ssn,sensor
http://www.w3.org/ns/ssn,internet of things
http://www.w3c.org/wot/td,smart home
http://www.w3c.org/wot/td,internet of things
http://www.w3c.org/wot/td,web of things
http://www.w3id.org/semiot/ontologies/hydra/pubsub,service
https://brickschema.org/schema/1.0.3/BrickFrame,smart home
https://raw.github.com/doroam/planning-do-roam/master/Ontology/tags.owl,location
https://raw.githubusercontent.com/minelabwot/SWoT/master/swot-o.owl,context
https://raw.githubusercontent.com/minelabwot/SWoT/master/swot-o.owl,web of things
https://w3id.org/saref,"smart home,internet of things"
https://w3id.org/seas/,energy
https://w3id.org/stn/core,web of things
https://w3id.org/stn/core,user
https://w3id.org/stn/core/operations,activity
https://w3id.org/stn/core/operations,web of things
https://w3id.org/stn/core/operations/http,web of things
https://w3id.org/stn/core/operations/http,service
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ActorOntology.owl,smart home
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ActorOntology.owl,user
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/BuildingOntology.owl,building
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl,sensor
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl,energy
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ProcessOntology.owl,process
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl,weather
https://www.irit.fr/recherches/MELODI/ontologies/IoT-O,smart home
https://www.irit.fr/recherches/MELODI/ontologies/IoT-O,internet of things
https://www.w3.org/2005/Incubator/ssn/ssnx/meteo/aws,weather
ttp://kmi.open.ac.uk/projects/smartproducts/ontologies/process.owl,activity
ttp://opensensingcity.emse.fr/ontologies/parking,smart city
ttp://opensensingcity.emse.fr/ontologies/parking,transportation
